year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,event_link,event_link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports
1400,3,31,اعتراض به نتیجه انتخابات در یاسوج و سرکوب معترضان,"[{'text': 'یاسوج', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%A7%D8%B3%D9%88%D8%AC'}]",2021,6,21,,,Protesting the outcome of the election in Yasuj and the suppression of the protesters,1.0,1.0,,,,
1400,4,1,آغاز اعتصابات کارگری ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2021,6,22,,,Start of Iran's workers' strikes,,,,,,
1400,4,9,برگزاری آزمون‌های عمومی و تخصصی کنکور ۱۴۰۰,"[{'text': 'کنکور', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D9%85%D9%88%D9%86'}]",2021,6,30,,,Holding General and Specialized Examination Examination,,,,,,
1400,4,10,اعتصاب کارگران صنایع نفت و گاز ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2021,7,1,,,Iranian Oil and Gas Industry Workers Strike,,,,,,
1400,4,14,لغو حکم اخراج کسری نوری از دانشگاه تهران,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'دانشگاه تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'کسری نوری', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B3%D8%B1%DB%8C_%D9%86%D9%88%D8%B1%DB%8C'}]",2021,7,5,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/University_of_Tehran,University of Tehran,,,,,,
1400,4,18,زمین‌لرزه نقده,[],2021,7,9,,,The earthquake,,,,,,
1400,4,22,تلاش جمهوری اسلامی برای ربودن مسیح علی‌نژاد,"[{'text': 'جمهوری اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'مسیح علی\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%DB%8C%D8%AD_%D8%B9%D9%84%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]",2021,7,13,https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Islamic_republic,Islamic republic,,,,,,
1400,4,24,آغاز اعتراضات تابستان ایران,[],2021,7,15,,,The start of the Iranian summer protests,,,,,,
1400,4,24,آغاز اعتراضات تابستان ۱۴۰۰ ایران در استان خوزستان,"[{'text': 'استان خوزستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%AE%D9%88%D8%B2%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'اعتراضات تابستان ۱۴۰۰ ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6%D8%A7%D8%AA_%D8%AA%D8%A7%D8%A8%D8%B3%D8%AA%D8%A7%D9%86_%DB%B1%DB%B4%DB%B0%DB%B0_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خوزستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%AE%D9%88%D8%B2%D8%B3%D8%AA%D8%A7%D9%86'}]",2021,7,15,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%AE%D9%88%D8%B2%D8%B3%D8%AA%D8%A7%D9%86,https://en.wikipedia.org/wiki/Khuzestan_province,Khuzestan province,,,,,,
1400,4,26,برگزیده شدن فیلم قهرمان برای جایزه بزرگ جشنواره کن,"[{'text': 'فیلم قهرمان', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86'}]",2021,7,17,https://fa.wikipedia.org/wiki/%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86,https://en.wikipedia.org/wiki/Hero,Hero,,1.0,,,1.0,
1400,4,27,وقوع زلزله ۵٫۷ ریشتری در شیراز,"[{'text': 'شیراز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2'}]",2021,7,18,,,Richter earthquake in Shiraz earthquake,,,1.0,,,
1400,5,1,آغاز بازی‌های المپیک تابستانی توکیو ۲۰۲۰,[],2021,7,23,,,The start of the Tokyo Summer Olympics,,,,,,1.0
1400,5,5,اجرای حکم آرمان عبدالعالی دوست و عامل جنایت قتل غزاله شکور و نهایتا تعویق مکرر آن,"[{'text': 'حکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%DA%A9%D9%85'}, {'text': 'قتل غزاله شکور', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%AA%D9%84_%D8%BA%D8%B2%D8%A7%D9%84%D9%87_%D8%B4%DA%A9%D9%88%D8%B1'}]",2021,7,27,https://fa.wikipedia.org/wiki/%D9%82%D8%AA%D9%84_%D8%BA%D8%B2%D8%A7%D9%84%D9%87_%D8%B4%DA%A9%D9%88%D8%B1,<No English page found>,Implementation of Arman Abdul Aali Dostum and the perpetrator of the murder of Ghazaleh Shakur and ultimately its repeated postponement,,,,,,
1400,5,12,آغاز ریاست‌جمهوری ابراهیم رئیسی.,"[{'text': 'ابراهیم رئیسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%B1%D8%A6%DB%8C%D8%B3%DB%8C'}]",2021,8,3,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%B1%D8%A6%DB%8C%D8%B3%DB%8C,https://en.wikipedia.org/wiki/Ebrahim_Raisi,Ebrahim Raisi,,,,,,
1400,5,12,تنفیذ ریاست جمهوری سید ابراهیم رئیسی,"[{'text': 'سید ابراهیم رئیسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%B1%D8%A6%DB%8C%D8%B3%DB%8C'}]",2021,8,3,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%B1%D8%A6%DB%8C%D8%B3%DB%8C,https://en.wikipedia.org/wiki/Ebrahim_Raisi,Ebrahim Raisi,1.0,,,,,
1400,5,24,تصرف ارگ ریاست جمهوری کابل به وسیله طالبان,"[{'text': 'طالبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B7%D8%A7%D9%84%D8%A8%D8%A7%D9%86'}, {'text': 'کابل', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%A8%D9%84'}]",2021,8,15,,,Taliban,1.0,,,,,
1400,5,29,هک شدن دوربین‌های زندان اوین,"[{'text': 'زندان اوین', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%86%D8%AF%D8%A7%D9%86_%D8%A7%D9%88%DB%8C%D9%86'}, {'text': 'وین', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%DB%8C%D9%86'}]",2021,8,20,https://fa.wikipedia.org/wiki/%D8%B2%D9%86%D8%AF%D8%A7%D9%86_%D8%A7%D9%88%DB%8C%D9%86,https://en.wikipedia.org/wiki/Evin_Prison,Evin Prison,,,,,,
1400,6,9,خروج تمام نیروهای آمریکایی از افغانستان,"[{'text': 'افغانستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%81%D8%BA%D8%A7%D9%86%D8%B3%D8%AA%D8%A7%D9%86'}]",2021,8,31,,,The withdrawal of all US troops from Afghanistan,,,,,,
1400,6,11,رقابت ۱۱ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ (آسیا),"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': '۱ شهریور', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",2021,9,2,https://fa.wikipedia.org/wiki/%DB%B1_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1,<No English page found>,Iran's national football team competition with the Syrian national football team in the World Cup qualifiers (Asia),,,,,,1.0
1400,6,16,رقابت ۱۶ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال عراق در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ (آسیا),"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': '۶ شهریور', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",2021,9,7,https://fa.wikipedia.org/wiki/%DB%B6_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1,<No English page found>,Iran's national football team competition with the Iraqi national football team in the World Cup qualifiers (Asia),,,,,,1.0
1400,6,16,اعلام دولت موقت طالبان در افغانستان,"[{'text': 'افغانستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%81%D8%BA%D8%A7%D9%86%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'طالبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B7%D8%A7%D9%84%D8%A8%D8%A7%D9%86'}]",2021,9,7,,,Announcement of the Taliban's interim government in Afghanistan,1.0,,,,,
1400,6,22,لغو سند ۲۰۳۰ یونسکو به دستور سید ابراهیم رئیسی,[],2021,9,13,,,UNESCO Document Canceling by Sayed Ibrahim Raisi,,,,,,
1400,6,30,مرگ شاهین ناصری زندانی و شاهد شکنجه نوید افکاری,"[{'text': 'شاهین ناصری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%DB%8C%D9%86_%D9%86%D8%A7%D8%B5%D8%B1%DB%8C'}, {'text': 'نوید افکاری', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%DB%8C%D8%AF_%D8%A7%D9%81%DA%A9%D8%A7%D8%B1%DB%8C'}]",2021,9,21,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%DB%8C%D9%86_%D9%86%D8%A7%D8%B5%D8%B1%DB%8C,<No English page found>,The death of Shahin Nasseri imprisoned and witnessed the torture of Navid Afkari,,,,,,
1400,6,31,برکناری محمود نیلی احمدآبادی از ریاست دانشگاه تهران,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'دانشگاه تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'محمود نیلی احمدآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D9%86%DB%8C%D9%84%DB%8C_%D8%A7%D8%AD%D9%85%D8%AF%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C'}]",2021,9,22,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/University_of_Tehran,University of Tehran,,,,,,
1400,7,15,رقابت ۱۵ مهر تیم ملی فوتبال ایران با تیم ملی فوتبال امارات در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ (آسیا),"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': '۵ مهر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B5_%D9%85%D9%87%D8%B1'}]",2021,10,7,https://fa.wikipedia.org/wiki/%DB%B5_%D9%85%D9%87%D8%B1,<No English page found>,Iran's national football team competition with the UAE national team in the World Cup qualifiers (Asia),,,,,,1.0
1400,7,20,رقابت ۲۰ مهر تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ (آسیا),[],2021,10,12,,,Iran's national football team competition with South Korea national football team in the World Cup qualifiers (Asia),,,,,,1.0
1400,7,27,آغاز لیگ برتر فوتبال ایران ۰۱–۱۴۰۰,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'لیگ برتر فوتبال ایران ۰۱–۱۴۰۰', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%DA%AF_%D8%A8%D8%B1%D8%AA%D8%B1_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%DB%B0%DB%B1%E2%80%93%DB%B1%DB%B4%DB%B0%DB%B0'}]",2021,10,19,https://fa.wikipedia.org/wiki/%D9%84%DB%8C%DA%AF_%D8%A8%D8%B1%D8%AA%D8%B1_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%DB%B0%DB%B1%E2%80%93%DB%B1%DB%B4%DB%B0%DB%B0,https://en.wikipedia.org/wiki/2021%E2%80%9322_Persian_Gulf_Pro_League,<No English name found>,,,,,,1.0
1400,7,30,انتشار گزارش قتل با اسم رمز «ناموس» توسط الهه محمدی,"[{'text': 'الهه محمدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",2021,10,22,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Elaheh_Mohammadi,Elaheh Mohammadi,,,,,,
1400,8,1,جنجال آیین معارفه زین‌العابدین رضوی خرم به‌عنوان استاندار آذربایجان شرقی,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'زین\u200cالعابدین رضوی خرم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C%D9%86_%D8%B1%D8%B6%D9%88%DB%8C_%D8%AE%D8%B1%D9%85'}]",2021,10,23,https://fa.wikipedia.org/wiki/%D8%B2%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C%D9%86_%D8%B1%D8%B6%D9%88%DB%8C_%D8%AE%D8%B1%D9%85,<No English page found>,Zain al -Abedin Razavi Referendum as Governor of East Azerbaijan,,,,,,
1400,8,1,سیلی خوردن استانداربایجان شرقی در مراسم معارفه,"[{'text': 'معارفه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B9%D8%A7%D8%B1%D9%81%D9%87'}]",2021,10,23,,,Eating East Standard at Referendum,,,,,,
1400,8,4,حمله سایبری آبان,"[{'text': 'آبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%A8%D8%A7%D9%86'}]",2021,10,26,,,November Cyber ​​Attack,,,,,,
1400,8,12,بازداشت گوهر عشقی و خانواده او توسط ماموران امنیتی ایران,"[{'text': 'گوهر عشقی', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D9%87%D8%B1_%D8%B9%D8%B4%D9%82%DB%8C'}]",2021,11,3,https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D9%87%D8%B1_%D8%B9%D8%B4%D9%82%DB%8C,https://en.wikipedia.org/wiki/Gohar_Eshghi,Gohar Eshghi,,,,,,
1400,8,12,حادثه آبان دریای عمان,"[{'text': 'آبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%A8%D8%A7%D9%86'}]",2021,11,3,,,October,,,,,,
1400,8,18,آغاز برگزاری دادگاه بین‌المللی مردمی,[],2021,11,9,,,The start of the International Popular Court.,,,,,,
1400,8,20,رقابت ۲۰ آبان تیم ملی فوتبال ایران با تیم ملی فوتبال لبنان در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ (آسیا),"[{'text': 'آبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%A8%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2021,11,11,,,Iran's national football team with Lebanese national football team in the World Cup qualifiers (Asia),,,,,,1.0
1400,8,21,اعتراضات سراسری معلمان در ۵۰ شهر ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2021,11,12,,,Teachers' nationwide protests in four Iranian cities,,,,,,
1400,8,22,اعتراضات کشاورزان استان اصفهان,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'اعتراضات کشاورزان استان اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6%D8%A7%D8%AA_%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%D8%A7%D9%86_%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}]",2021,11,13,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6%D8%A7%D8%AA_%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%D8%A7%D9%86_%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86,<No English page found>,Isfahan province farmers' protests,,,,,,
1400,8,23,زمین‌لرزه هرمزگان,[],2021,11,14,,,Hormozgan earthquake,,,,,,
1400,8,23,زمین‌لرزه ۱۴۰۰ هرمزگان,"[{'text': 'زمین\u200cلرزه ۱۴۰۰ هرمزگان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%85%DB%8C%D9%86%E2%80%8C%D9%84%D8%B1%D8%B2%D9%87_%DB%B1%DB%B4%DB%B0%DB%B0_%D9%87%D8%B1%D9%85%D8%B2%DA%AF%D8%A7%D9%86'}]",2021,11,14,https://fa.wikipedia.org/wiki/%D8%B2%D9%85%DB%8C%D9%86%E2%80%8C%D9%84%D8%B1%D8%B2%D9%87_%DB%B1%DB%B4%DB%B0%DB%B0_%D9%87%D8%B1%D9%85%D8%B2%DA%AF%D8%A7%D9%86,<No English page found>,Hormozgan earthquake,,,,,,
1400,8,25,رقابت ۲۵ آبان تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ آسیا‌.,"[{'text': 'آبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%A8%D8%A7%D9%86'}, {'text': '۵ آبان', 'url': 'https://fa.wikipedia.org/wiki/%DB%B5_%D8%A2%D8%A8%D8%A7%D9%86'}]",2021,11,16,https://fa.wikipedia.org/wiki/%DB%B5_%D8%A2%D8%A8%D8%A7%D9%86,<No English page found>,The Iranian national football team competition with the Syrian national football team in the qualifying round of the Asian Football Cup.,,,,,,1.0
1400,8,28,آغاز اعتراضات اصفهان,[],2021,11,19,,,Isfahan's protests begin,,,,,,
1400,9,3,اجرای حکم آرمان عبدالعالی ؛ دوست و عامل جنایت قتل غزاله شکور,"[{'text': 'حکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%DA%A9%D9%85'}, {'text': 'قتل غزاله شکور', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%AA%D9%84_%D8%BA%D8%B2%D8%A7%D9%84%D9%87_%D8%B4%DA%A9%D9%88%D8%B1'}]",2021,11,24,https://fa.wikipedia.org/wiki/%D9%82%D8%AA%D9%84_%D8%BA%D8%B2%D8%A7%D9%84%D9%87_%D8%B4%DA%A9%D9%88%D8%B1,<No English page found>,Executing the verdict of Arman Abdul Ali; Friend and agent of crime murder Ghazaleh Shakur,,,,,,
1400,9,4,اختلال و قطع اینترنت در اصفهان، خوزستان، چهارمحال و بختیاری,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'خوزستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%AE%D9%88%D8%B2%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'چهارمحال و بختیاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%DA%86%D9%87%D8%A7%D8%B1%D9%85%D8%AD%D8%A7%D9%84_%D9%88_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C'}]",2021,11,25,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%DA%86%D9%87%D8%A7%D8%B1%D9%85%D8%AD%D8%A7%D9%84_%D9%88_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C,https://en.wikipedia.org/wiki/Chaharmahal_and_Bakhtiari_province,Chaharmahal and Bakhtiari province,,,,,,
1400,9,5,سرکوب شدید معترضان در اصفهان,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}]",2021,11,26,,,Severe repression of protesters in Isfahan,,,,,,
1400,9,6,افشای تلاش محسن فخری‌زاده برای تولید سلاح هسته‌ای علیرغم فتوای علی خامنه‌ای,"[{'text': 'علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}, {'text': 'محسن فخری\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%81%D8%AE%D8%B1%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",2021,11,27,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C,https://en.wikipedia.org/wiki/Ali_Khamenei,Ali Khamenei,,,,,,
1400,9,10,درگیری‌های افغانستان و ایران,[],2021,12,1,,,Clashes in Afghanistan and Iran,,,,,,
1400,9,13,انفجار مهیب در نطنز,"[{'text': 'نطنز', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B7%D9%86%D8%B2'}]",2021,12,4,,,The explosion,,,,,,
1400,9,14,سقوط پهپاد در استان چهارمحال و بختیاری,"[{'text': 'پهپاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%87%D9%BE%D8%A7%D8%AF'}, {'text': 'چهارمحال و بختیاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%DA%86%D9%87%D8%A7%D8%B1%D9%85%D8%AD%D8%A7%D9%84_%D9%88_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C'}]",2021,12,5,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%DA%86%D9%87%D8%A7%D8%B1%D9%85%D8%AD%D8%A7%D9%84_%D9%88_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C,https://en.wikipedia.org/wiki/Chaharmahal_and_Bakhtiari_province,Chaharmahal and Bakhtiari province,,,,,,
1400,9,18,حمله افراد ناشناس به گوهر عشقی در راه مزار ستار بهشتی,"[{'text': 'گوهر عشقی', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D9%87%D8%B1_%D8%B9%D8%B4%D9%82%DB%8C'}]",2021,12,9,https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D9%87%D8%B1_%D8%B9%D8%B4%D9%82%DB%8C,https://en.wikipedia.org/wiki/Gohar_Eshghi,Gohar Eshghi,,,,,,
1400,9,18,آغاز دور هشتم مذاکرات وین,"[{'text': 'وین', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%DB%8C%D9%86'}]",2021,12,9,,,The beginning of the eighth round of Wayne negotiations,,,,,,
1400,9,19,سوءقصد و حملهٔ افراد ناشناس به گوهر عشقی,"[{'text': 'گوهر عشقی', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D9%87%D8%B1_%D8%B9%D8%B4%D9%82%DB%8C'}]",2021,12,10,https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D9%87%D8%B1_%D8%B9%D8%B4%D9%82%DB%8C,https://en.wikipedia.org/wiki/Gohar_Eshghi,Gohar Eshghi,,,,,,
1400,9,22,اعتراضات سراسری معلمان در ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2021,12,13,,,Teachers' nationwide protests in Iran,,,,,,
1400,10,1,سانحه متروی تهران-کرج,"[{'text': 'سانحه متروی تهران-کرج', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D9%85%D8%AA%D8%B1%D9%88%DB%8C_%D8%AA%D9%87%D8%B1%D8%A7%D9%86-%DA%A9%D8%B1%D8%AC'}]",2021,12,22,https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D9%85%D8%AA%D8%B1%D9%88%DB%8C_%D8%AA%D9%87%D8%B1%D8%A7%D9%86-%DA%A9%D8%B1%D8%AC,<No English page found>,Tehran-Karaj metro accident,,,,,,
